number,mainstory,name,centercharacterimage,rightcenterimage,leftcenterimage,backimage,stillimage,charactercolor,bgm_state,bgm_num,se_num,selectdisp,selectbutton_num,monthimage,selectbuttontext3,selectbuttontext1,selectbuttontext2,textcolor,animation,moveanimation
381,あの着ぐるみ、なんだかこっちを見つめてたような……どうしてだろう？,えみ,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
382,  ,                ,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,1,6
383,           ,                ,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,6
384,                                  ,  ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,6
385,ふ〜買った買った！友達とははぐれちゃったから、ゆっくり体育館裏でご飯食べちy……,えみ,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
386,    ,  ,0,0,0,6,72,0,0,0,0,0,0,0,0,0,0,0,0,0
387,「え？！光先輩？！？？？？？」,えみ,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,「……ハッ！」,       ,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
389,おじさんがかわいい着ぐるみきてるの、なんかシュール……,目鏡 光,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0
390,「さっきの着ぐるみ、先輩だったんですね！先輩ってやっぱりかわいいものが好きなんじゃ……」,えみ,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
391,「いやこれはだな……生徒会長として生徒会の展示の宣伝をしようとしてただけでだな……」,目鏡 光,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0
392,「ただ、いまいちお客さんがこないんだ。」,目鏡 光,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0
393,   ,  ,0,0,0,6,0,0,0,7,0,1,3,0,そんなことないですよ！きっと大丈夫ですよ,先輩は頑張っていましたよ,折角着ぐるみ可愛いのに……,5,0,0
394,「だがこのままのやり方ではいけないな、なんとかならないだろうか……」,目鏡 光,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0
395,   ,  ,0,0,0,6,0,0,0,7,0,1,2,0,0,私も一緒に着ぐるみ着て宣伝します！,友達にも宣伝しにいってきます！,5,0,0
396,「生徒会のために協力してくれるのか。ありがとう。共に頑張ろう！」,目鏡 光,6,0,0,6,0,0,0,1,0,0,0,0,0,0,0,3,0,0
397,  ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,1,6
398,           ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,6
399,                                  ,  ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,2,6
400,……小木原賞、おめでとう@」,目鏡 光,6,0,0,15,0,0,0,1,0,0,0,0,0,0,0,3,0,0
401,「先輩こそ！」,えみ,6,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
402,私達は異例の小木原賞W受賞をした。生徒会の活動の貢献をしたことと、私が発案した着ぐるみを着た光先輩による即興のパフォーマンスが好評だったみたい！,えみ,6,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403,私はもらったトロフィーを見ながら呪文を覚えた。,えみ,6,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
404,あとはクリスマスまでに告白しないと……！,えみ,6,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
405,私たちは生徒会の展示の宣伝を頑張った！少しはお客さんが増えたみたいでよかった。,えみ,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
406,  ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,1,6
407,           ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,2,6
408,                                  ,  ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,2,6
409,すっかりトロフィーのこと忘れてた……,えみ,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410,結局私はトロフィーは手に入らなかったし呪いを解く呪文もわからないままだった。,えみ,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,このままずっとおじさんのOG☆3と残りの学園生活をすごすことになるんだ……,えみ,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412,[END4 おじさんたちともう1年],,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
413,メイド喫茶…大好きな乙女ゲームの文化祭では執事喫茶とかが定番だけど、かわいい女の子のメイドさんに囲まれるのもアリかも！,えみ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
414,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
415,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
416,                                  ,  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
417,……ってここ琉絆空くんのクラスじゃない？！,えみ,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,    ,  ,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0
419,「おかえりなさいませ♡ご主人様！」,本田 琉絆空,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
420,「……て、げ！@先輩じゃん！」,本田 琉絆空,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
421,お、おおおじおじおじおじさんのメイド〜〜〜？！？,えみ,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
422,って本来はイケメンが女装してる……はずなんだよね,えみ,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
423,まさか女装メイド喫茶だったんなんて,えみ,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
424,「こんな姿みられたくなかったから先輩には秘密にしておいたんすよ。」,本田 琉絆空,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
425,「私もびっくりだよ……(色んな意味で)」,えみ,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
426,「てか先輩助けてくださいよ、見てこのひどい化粧！」,本田 琉絆空,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
427,   ,  ,0,0,0,0,0,0,0,7,0,1,3,0,琉絆空くん元々綺麗なのにね,そのままでも面白いじゃん,す、すごいメイクだよね……,5,0,0
428,「もっといいカンジにできたら人気でると思いません？,本田 琉絆空,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
429,この顔じゃモチベあがらないっすよ〜」,本田 琉絆空,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
430,   ,  ,0,0,0,0,0,0,0,7,0,1,2,0,0,いっそもっとすごいメイクしちゃおうか！,かわりにかわいいメイクしてあげるよ,5,0,0
431,「お、おお！すげ〜！めちゃくちゃいいカンジ！これならメイドの俺も大人気っすね！」,本田 琉絆空,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
432,琉絆空の言った通りお店は大盛況！普段からメイクの練習しててよかった！,えみ,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
433,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
434,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
435,                                  ,  ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,2,6
436,「琉絆空くん、小木原賞おめでとう！」,えみ,13,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
437,私のメイクの効果もあってか琉絆空くんが注目を浴びて小木原賞とれたみたい。,えみ,13,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
438,「先輩のおかげですね！マジ感謝です！」,本田 琉絆空,13,0,0,15,0,0,0,1,0,0,0,0,0,0,0,2,0,0
439,琉絆空くん、とても嬉しそう！トロフィーに書かれている呪文も無事チェックできてよかった。,えみ,13,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440,あとはクリスマスまでに告白しないと……！,えみ,13,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441,「おお！ありがとうございます！」,本田 琉絆空,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
442,男の子の、っていうかおじさんの顔にメイクするの新鮮……難しかったな。,えみ,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
443,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
444,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
445,                                  ,  ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,2,6
446,すっかりトロフィーのこと忘れて遊んでた……,えみ,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
447,結局私はトロフィーは手に入らなかったし呪いを解く呪文もわからないままだった。,えみ,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
448,このままずっとおじさんのOG☆3と残りの学園生活をすごすことになるんだ……,えみ,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
449,[END4 おじさんたちともう1年],,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0
450, ,12月,0,0,0,0,0,0,2,1,0,0,0,11,0,0,0,4,0,0
451,もう 12 月かぁ、今年は本当に色々あったな……,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,織木原学園に入学してイケメンのOG☆3がおじさんになって,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,OG☆3のみんなと少しずつ仲良くなって,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,体育祭も3人の意外な姿がみれたり,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,この間の文化祭も[文化祭で選択したキャラクター]と一緒にすごせて楽しかった。,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,ン……？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,あれ、おじさんになったOG☆3にすっかり慣れてしまってない？！あぶないあぶない！,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,まぁ今の私から見たらおじさんになってるとはいえ、皆いい人達だったし本当の姿はイケメンなんだよね。,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,この呪いを解くためにもクリスマスデートに誘って告白成功しないと！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,私が今年のクリスマスにデートしたい人は……,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,                ,,0,0,0,12,0,0,0,0,0,1,3,0,琉絆空くん,桜児くん,光先輩,5,0,0
462,クリスマスデートして想いを伝えたいのは、やっぱり本田 琉絆空くんだ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,琉絆空くんはスポーツが好きだし、冬らしくアイススケートとかどうかな？ ,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,(電話の音),                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,……って、えっ？！琉絆空くんから電話がかかってきた？！,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,「もしもし？[主人公の名前]先輩？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,「あ、うん！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,「……クリスマス、空いてますか？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,「え！嘘……！私も誘おうと思ってた。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,その後、二人で話してアイススケートに行くことにした。まさか琉絆空くんからクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,デート当日はついに告白───────成功したらいよいよ元通りの琉絆空くんに会えるんだ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,「[主人公の名前]先輩？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,                ,,0,0,0,12,0,0,0,0,0,1,3,0,付き合ってください！,最高のクリスマスを過ごそう！,アイススケートに行こうよ,5,0,0
476,"「あの、つ、つつ付き合ってくださ…	じゃなくて、ええっと、クリスマスに、アイススケートを……！",えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,しまった！テンパって先に告白しそうになった！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,「え、ええ？！……あぁ、アイススケートですか。なんだ、びっくりした〜。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
479,「……いいですよ。スケートとか久しぶりだから、上手く滑れるかわかんないすけど。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,ダメだと思ってたけど、大丈夫だったみたい！やっぱり声だけだとおじさんってこと忘 れて緊張しちゃうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,心なしか琉絆空くんも緊張してたきがする。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,「あら琉絆空くん。私と一緒に最高のクリスマスを過ごさない？アイススケートはどう？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,ああ、緊張して変な誘い方しちゃった！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,「なんすかその言い方〜やっぱり[主人公の名前]先輩って面白い人だな。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,「でもその日予定あるんだよな。……ごめんなさい。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,変な誘い方したから引かれちゃったかな……。琉絆空くんにとって私は面白い友達止まりだったのかもしれない。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,結局クリスマスは誰ともデートできなかったな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,[END7 面白い友達],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,「琉絆空くん、クリスマスにアイススケートいかない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,よし、普通に誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,「いいよ。俺実はスケート好きなんですよ。クリスマス楽しみだな〜！」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,「本当？よかった〜。楽しみだね！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,無事クリスマスデートに誘うことに成功した！ ,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,デート当日はついに告白かぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
496,成功したらいよいよ元通りの琉絆空くんに会えるんだ。頑張るぞ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
497,「もしもし、どうした？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,                ,,0,0,0,12,0,0,0,0,0,1,3,0,付き合ってください！,最高のクリスマスを過ごそう！,アイススケートに行こうよ,5,0,0
499,"「あの、つ、つつ付き合ってくださ…	じゃなくて、ええっと、クリスマスに、アイススケートを……！",えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,しまった！テンパって先に告白しそうになった！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,「あら琉絆空くん。私と一緒に最高のクリスマスを過ごさない？アイススケートはどう？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,ああ、緊張して変な誘い方しちゃった！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,「琉絆空くん、クリスマスにアイススケートいかない？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,よし、普通に誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
522,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
523,クリスマスデートして想いを伝えたいのは、やっぱり犬山 桜児くんだ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,桜児くんはイン〇タ映えするものが好きだし、映えるデートといえば遊園地かな？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
526,[電話の音],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,……って、えっ？！桜児くんから電話がかかってきた？！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,「やっほー、[主人公の名前]ちゃん？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,「は、はい！どうしたの？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,「クリスマスって空いてる？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,「え！嘘……！私も誘おうと思ってた。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532,その後、二人で話して遊園地に行くことにした。まさか桜児くんからクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,デート当日はついに告白───────成功したらいよいよ元通りの桜児くんに会えるんだ。緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,「やっほ〜！どうしたの？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,                ,,0,0,0,12,0,0,0,0,0,1,3,0,桜児ﾁｬﾝ！コンニチワ^^！,クリスマス遊園地にいかない？,クリスマス空いてる？,5,0,0
536,「桜児ﾁｬﾝ！コンニチワ^^！もし良ければ、クリスマスに、是非遊園地デート♡行ってくれないカナ？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,わー！焦っておじさんみたいになっちゃった〜汗汗,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,「えっ、どうしたの、急に……おじさん構文ってやつ？ウケる〜」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,「あ、クリスマスはもう予定決まってるんだよね！ごめんね。」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,「トホホ〜汗汗」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,ナンチャッテ…………………,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,[END8  むしろ私がおじさん],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,「よかったら、今度のクリスマスに遊園地いかない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,よし！噛まずに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,「え！遊園地のクリスマスイベント行ってみたかったんだよね〜！」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,「ほんと？嬉しい！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,「当日楽しみにしてるね」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,よし！無事クリスマスデートに誘うことに成功した！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,デート当日はついに告白かぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,成功したらいよいよ元通りの桜児くんに会えるんだ。頑張るぞ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,「桜児くん、クリスマスあいてる？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,よし、控えめに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,「空いてるよ！どうしたの？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,「遊園地いかない？クリスマスイベント行ってみたくて……」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,「ほんと？僕も行きたかったんだよね！いこいこ！」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,お互い行きたいところが同じでよかった！……やっぱり声だけだとおじさんってこと忘れて緊張しちゃうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,桜児くんと楽しいデートできるといいな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,「やっほ〜！どうしたの？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,                ,,0,0,0,12,0,0,0,0,0,1,3,0,桜児ﾁｬﾝ！コンニチワ^^！,クリスマス遊園地にいかない？,クリスマス空いてる？,5,0,0
560,「桜児ﾁｬﾝ！コンニチワ^^！もし良ければ、クリスマスに、是非遊園地デート♡行ってくれないカナ？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,わー！焦っておじさん構文になっちゃった〜汗汗,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,「よかったら、今度のクリスマスに遊園地いかない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,よし！噛まずに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,「隣駅の遊園地でクリスマスイベントがあるんだって！よかったら一緒にどうかな？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,よし！普通に誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,クリスマスデートして想いを伝えたいのは、やっぱり目鏡 光先輩だ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,光先輩はかわいいものが好きだし、クリスマスマーケットで雑貨を見たりしようかな？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,[電話の音],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,……って、えっ？！光先輩から電話がかかってきた？！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,「もしもし？[主人公の名前]？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
