number,mainstory,name,centercharacterimage,rightcenterimage,leftcenterimage,backimage,stillimage,charactercolor,bgm,se,selectdisp,selectbutton_num,monthimage,selectbuttontext3,selectbuttontext1,selectbuttontext2,textcolor,fadeanimation,moveanimation
388,「いやこれはだな……生徒会長として生徒会の展示の宣伝をしようとしてただけでだな……」,目鏡 光,6,0,0,6,0,0,1,0,0,0,0,0,0,0,3,0,0
389,「ただ、いまいちお客さんがこないんだ。」,目鏡 光,6,0,0,6,0,0,1,0,0,0,0,0,0,0,3,0,0
390,   ,  ,0,0,0,6,0,0,7,0,1,3,0,そんなことないですよ！きっと大丈夫ですよ,先輩は頑張っていましたよ,折角着ぐるみ可愛いのに……,5,0,0
391,「だがこのままのやり方ではいけないな、なんとかならないだろうか……」,目鏡 光,6,0,0,6,0,0,1,0,0,0,0,0,0,0,3,0,0
392,   ,  ,0,0,0,6,0,0,7,0,1,2,0,0,私も一緒に着ぐるみ着て宣伝します！,友達にも宣伝しにいってきます！,5,0,0
393,「生徒会のために協力してくれるのか。ありがとう。共に頑張ろう！」,目鏡 光,6,0,0,6,0,0,1,0,0,0,0,0,0,0,3,0,0
394,  ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,6
395,           ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,2,6
396,                                  ,  ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,2,6
397,……小木原賞、おめでとう@」,目鏡 光,6,0,0,15,0,0,1,0,0,0,0,0,0,0,3,0,0
398,「先輩こそ！」,えみ,6,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
399,私達は異例の小木原賞W受賞をした。生徒会の活動の貢献をしたことと、私が発案した着ぐるみを着た光先輩による即興のパフォーマンスが好評だったみたい！,えみ,6,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
400,私はもらったトロフィーを見ながら呪文を覚えた。,えみ,6,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
401,あとはクリスマスまでに告白しないと……！,えみ,6,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
402,私たちは生徒会の展示の宣伝を頑張った！少しはお客さんが増えたみたいでよかった。,えみ,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0
403,  ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,1,6
404,           ,                ,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,2,6
405,                                  ,  ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,2,6
406,すっかりトロフィーのこと忘れてた……,えみ,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
407,結局私はトロフィーは手に入らなかったし呪いを解く呪文もわからないままだった。,えみ,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
408,このままずっとおじさんのOG☆3と残りの学園生活をすごすことになるんだ……,えみ,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
409,[END4 おじさんたちともう1年],,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
410,メイド喫茶…大好きな乙女ゲームの文化祭では執事喫茶とかが定番だけど、かわいい女の子のメイドさんに囲まれるのもアリかも！,えみ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
411,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
412,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
413,                                  ,  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
414,……ってここ琉絆空くんのクラスじゃない？！,えみ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
415,    ,  ,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0
416,「おかえりなさいませ♡ご主人様！」,本田 琉絆空,13,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
417,「……て、げ！@先輩じゃん！」,本田 琉絆空,14,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
418,お、おおおじおじおじおじさんのメイド〜〜〜？！？,えみ,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
419,って本来はイケメンが女装してる……はずなんだよね,えみ,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
420,まさか女装メイド喫茶だったんなんて,えみ,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
421,「こんな姿みられたくなかったから先輩には秘密にしておいたんすよ。」,本田 琉絆空,15,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
422,「私もびっくりだよ……(色んな意味で)」,えみ,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
423,「てか先輩助けてくださいよ、見てこのひどい化粧！」,本田 琉絆空,16,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
424,   ,  ,0,0,0,0,0,0,7,0,1,3,0,琉絆空くん元々綺麗なのにね,そのままでも面白いじゃん,す、すごいメイクだよね……,5,0,0
425,「もっといいカンジにできたら人気でると思いません？,本田 琉絆空,15,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
426,この顔じゃモチベあがらないっすよ〜」,本田 琉絆空,15,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
427,   ,  ,0,0,0,0,0,0,7,0,1,2,0,0,いっそもっとすごいメイクしちゃおうか！,かわりにかわいいメイクしてあげるよ,5,0,0
428,「お、おお！すげ〜！めちゃくちゃいいカンジ！これならメイドの俺も大人気っすね！」,本田 琉絆空,13,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
429,琉絆空の言った通りお店は大盛況！普段からメイクの練習しててよかった！,えみ,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
430,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
431,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
432,                                  ,  ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,2,6
433,「琉絆空くん、小木原賞おめでとう！」,えみ,13,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
434,私のメイクの効果もあってか琉絆空くんが注目を浴びて小木原賞とれたみたい。,えみ,13,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
435,「先輩のおかげですね！マジ感謝です！」,本田 琉絆空,13,0,0,15,0,0,1,0,0,0,0,0,0,0,2,0,0
436,琉絆空くん、とても嬉しそう！トロフィーに書かれている呪文も無事チェックできてよかった。,えみ,13,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
437,あとはクリスマスまでに告白しないと……！,えみ,13,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
438,「おお！ありがとうございます！」,本田 琉絆空,13,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
439,男の子の、っていうかおじさんの顔にメイクするの新鮮……難しかったな。,えみ,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440,  ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6
441,           ,                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6
442,                                  ,  ,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,2,6
443,すっかりトロフィーのこと忘れて遊んでた……,えみ,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
444,結局私はトロフィーは手に入らなかったし呪いを解く呪文もわからないままだった。,えみ,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
445,このままずっとおじさんのOG☆3と残りの学園生活をすごすことになるんだ……,えみ,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
446,[END4 おじさんたちともう1年],,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0
447, ,month12月,0,0,0,0,0,0,1,0,0,0,11,0,0,0,4,0,0
448,もう 12 月かぁ、今年は本当に色々あったな……,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
449,織木原学園に入学してイケメンのOG☆3がおじさんになって,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
450,OG☆3のみんなと少しずつ仲良くなって,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
451,体育祭も3人の意外な姿がみれたり,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
452,この間の文化祭も[文化祭で選択したキャラクター]と一緒にすごせて楽しかった。,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
453,ン……？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
454,あれ、おじさんになったOG☆3にすっかり慣れてしまってない？！あぶないあぶない！,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
455,まぁ今の私から見たらおじさんになってるとはいえ、皆いい人達だったし本当の姿はイケメンなんだよね。,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
456,この呪いを解くためにもクリスマスデートに誘って告白成功しないと！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
457,私が今年のクリスマスにデートしたい人は……,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
458,                ,,0,0,0,12,0,0,0,0,1,3,0,琉絆空くん,桜児くん,光先輩,5,0,0
459,クリスマスデートして想いを伝えたいのは、やっぱり本田 琉絆空くんだ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
460,琉絆空くんはスポーツが好きだし、冬らしくアイススケートとかどうかな？ ,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
461,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
462,(電話の音),                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
463,……って、えっ？！琉絆空くんから電話がかかってきた？！,                ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
464,「もしもし？[主人公の名前]先輩？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
465,「あ、うん！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
466,「……クリスマス、空いてますか？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
467,「え！嘘……！私も誘おうと思ってた。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
468,その後、二人で話してアイススケートに行くことにした。まさか琉絆空くんからクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
469,デート当日はついに告白───────成功したらいよいよ元通りの琉絆空くんに会えるんだ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
470,緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
471,「[主人公の名前]先輩？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
472,                ,,0,0,0,12,0,0,0,0,1,3,0,付き合ってください！,最高のクリスマスを過ごそう！,アイススケートに行こうよ,5,0,0
473,"「あの、つ、つつ付き合ってくださ…	じゃなくて、ええっと、クリスマスに、アイススケートを……！",えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
474,しまった！テンパって先に告白しそうになった！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
475,「え、ええ？！……あぁ、アイススケートですか。なんだ、びっくりした〜。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
476,「……いいですよ。スケートとか久しぶりだから、上手く滑れるかわかんないすけど。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
477,ダメだと思ってたけど、大丈夫だったみたい！やっぱり声だけだとおじさんってこと忘 れて緊張しちゃうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
478,心なしか琉絆空くんも緊張してたきがする。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
479,「あら琉絆空くん。私と一緒に最高のクリスマスを過ごさない？アイススケートはどう？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
480,ああ、緊張して変な誘い方しちゃった！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
481,「なんすかその言い方〜やっぱり[主人公の名前]先輩って面白い人だな。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
482,「でもその日予定あるんだよな。……ごめんなさい。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
483,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
484,変な誘い方したから引かれちゃったかな……。琉絆空くんにとって私は面白い友達止まりだったのかもしれない。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
485,結局クリスマスは誰ともデートできなかったな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
486,[END7 面白い友達],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
487,「琉絆空くん、クリスマスにアイススケートいかない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
488,よし、普通に誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
489,「いいよ。俺実はスケート好きなんですよ。クリスマス楽しみだな〜！」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
490,「本当？よかった〜。楽しみだね！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
491,無事クリスマスデートに誘うことに成功した！ ,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
492,デート当日はついに告白かぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
493,成功したらいよいよ元通りの琉絆空くんに会えるんだ。頑張るぞ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
494,「もしもし、どうした？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
495,                ,,0,0,0,12,0,0,0,0,1,3,0,付き合ってください！,最高のクリスマスを過ごそう！,アイススケートに行こうよ,5,0,0
496,"「あの、つ、つつ付き合ってくださ…	じゃなくて、ええっと、クリスマスに、アイススケートを……！",えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
497,しまった！テンパって先に告白しそうになった！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
498,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
499,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
500,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
501,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
502,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
503,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
504,「あら琉絆空くん。私と一緒に最高のクリスマスを過ごさない？アイススケートはどう？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
505,ああ、緊張して変な誘い方しちゃった！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
506,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
507,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
508,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
509,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
510,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
511,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
512,「琉絆空くん、クリスマスにアイススケートいかない？」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
513,よし、普通に誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
514,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
515,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
516,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
517,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
518,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
519,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
520,クリスマスデートして想いを伝えたいのは、やっぱり犬山 桜児くんだ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
521,桜児くんはイン〇タ映えするものが好きだし、映えるデートといえば遊園地かな？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
522,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
523,[電話の音],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
524,……って、えっ？！桜児くんから電話がかかってきた？！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
525,「やっほー、[主人公の名前]ちゃん？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
526,「は、はい！どうしたの？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
527,「クリスマスって空いてる？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
528,「え！嘘……！私も誘おうと思ってた。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
529,その後、二人で話して遊園地に行くことにした。まさか桜児くんからクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
530,デート当日はついに告白───────成功したらいよいよ元通りの桜児くんに会えるんだ。緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
531,「やっほ〜！どうしたの？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
532,                ,,0,0,0,12,0,0,0,0,1,3,0,桜児ﾁｬﾝ！コンニチワ^^！,クリスマス遊園地にいかない？,クリスマス空いてる？,5,0,0
533,「桜児ﾁｬﾝ！コンニチワ^^！もし良ければ、クリスマスに、是非遊園地デート♡行ってくれないカナ？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
534,わー！焦っておじさんみたいになっちゃった〜汗汗,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
535,「えっ、どうしたの、急に……おじさん構文ってやつ？ウケる〜」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
536,「あ、クリスマスはもう予定決まってるんだよね！ごめんね。」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
537,「トホホ〜汗汗」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
538,ナンチャッテ…………………,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
539,[END8  むしろ私がおじさん],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
540,「よかったら、今度のクリスマスに遊園地いかない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
541,よし！噛まずに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
542,「え！遊園地のクリスマスイベント行ってみたかったんだよね〜！」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
543,「ほんと？嬉しい！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
544,「当日楽しみにしてるね」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
545,よし！無事クリスマスデートに誘うことに成功した！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
546,デート当日はついに告白かぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
547,成功したらいよいよ元通りの桜児くんに会えるんだ。頑張るぞ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
548,「桜児くん、クリスマスあいてる？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
549,よし、控えめに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
550,「空いてるよ！どうしたの？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
551,「遊園地いかない？クリスマスイベント行ってみたくて……」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
552,「ほんと？僕も行きたかったんだよね！いこいこ！」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
553,お互い行きたいところが同じでよかった！……やっぱり声だけだとおじさんってこと忘れて緊張しちゃうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
554,桜児くんと楽しいデートできるといいな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
555,「やっほ〜！どうしたの？」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
556,                ,,0,0,0,12,0,0,0,0,1,3,0,桜児ﾁｬﾝ！コンニチワ^^！,クリスマス遊園地にいかない？,クリスマス空いてる？,5,0,0
557,「桜児ﾁｬﾝ！コンニチワ^^！もし良ければ、クリスマスに、是非遊園地デート♡行ってくれないカナ？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
558,わー！焦っておじさん構文になっちゃった〜汗汗,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
559,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
560,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
561,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
562,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
563,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
564,「よかったら、今度のクリスマスに遊園地いかない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
565,よし！噛まずに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
566,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
567,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
568,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
569,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
570,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
571,「隣駅の遊園地でクリスマスイベントがあるんだって！よかったら一緒にどうかな？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
572,よし！普通に誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
573,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
574,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
575,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
576,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
577,[END6 おじさんに敗北],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
578,クリスマスデートして想いを伝えたいのは、やっぱり目鏡 光先輩だ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
579,光先輩はかわいいものが好きだし、クリスマスマーケットで雑貨を見たりしようかな？,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
580,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
581,[電話の音],  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
582,……って、えっ？！光先輩から電話がかかってきた？！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
583,「もしもし？[主人公の名前]？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
584,「は、はい！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
585,「……クリスマスは空いているか？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
586,「え！嘘……！私も誘おうと思ってました。」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
587,その後、二人で話してクリスマスマーケットに行くことにした。まさか光先輩からクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
588,デート当日はついに告白───────成功したらいよいよ元通りの光先輩に会えるんだ。緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
589,「もしもし、何か用か？」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
590,                ,,0,0,0,12,0,0,0,0,1,3,0,クリスマスマーケットに行きませんか？,やっほ〜！クリスマスデートしない？,かわいいもの、好きですよね？,5,0,0
591,「もしよければ一緒にクリスマスマーケットに行きませんか？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
592,よし！普通にに誘えた！,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
593,「一度行ってみたいと思ってたんだ。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
594,「え！本当ですか？！」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
595,「当日楽しみだな。[主人公の名前]、誘ってくれてありがとう。」,目鏡 光,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
596,光先輩に喜んでもらえてよかった。……やっぱり声だけだとおじさんってこと忘れて緊張しちゃうな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
597,告白成功するといいな。,  ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
598,「やっほ〜！僕と一緒にクリスマスデートしない？」,えみ,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0
