﻿number,mainstory,name,centercharacterimage,rightcaracterimage,leftcharacterimage,backimage,stillimage,characteranimation,bgm,se,selectid,monthimage,fadeanimation,moveanimation,screenanimation
,  ,                ,0,0,0,3,0,,0,0,0,0,,,
,           ,                ,0,0,0,3,0,,0,0,0,0,,,
,                                  ,  ,0,0,0,6,0,,0,0,0,0,,,
,ふ〜買った買った！友達とははぐれちゃったから、ゆっくり体育館裏でご飯食べちy……,えみ,6,0,0,6,0,,1,0,0,0,,,
,    ,  ,0,0,0,6,72,,0,0,0,0,,,
,「え？！光先輩？！？？？？？」,えみ,6,0,0,6,0,,1,0,0,0,,,
,「……ハッ！」,       ,6,0,0,6,0,,1,0,0,0,,,
,おじさんがかわいい着ぐるみきてるの、なんかシュール……,目鏡 光,6,0,0,6,0,,1,0,0,0,,,
,「さっきの着ぐるみ、先輩だったんですね！先輩ってやっぱりかわいいものが好きなんじゃ……」,えみ,6,0,0,6,0,,1,0,0,0,,,
,「いやこれはだな……生徒会長として生徒会の展示の宣伝をしようとしてただけでだな……」,目鏡 光,6,0,0,6,0,,1,0,0,0,,,
,「ただ、いまいちお客さんがこないんだ。」,目鏡 光,6,0,0,6,0,,1,0,0,0,,,
,   ,  ,0,0,0,6,0,,7,0,1,0,,,
,「だがこのままのやり方ではいけないな、なんとかならないだろうか……」,目鏡 光,6,0,0,6,0,,1,0,0,0,,,
,   ,  ,0,0,0,6,0,,7,0,1,0,,,
,「生徒会のために協力してくれるのか。ありがとう。共に頑張ろう！」,目鏡 光,6,0,0,6,0,,1,0,0,0,,,
,  ,                ,0,0,0,6,0,,0,0,0,0,,,
,           ,                ,0,0,0,6,0,,0,0,0,0,,,
,                                  ,  ,0,0,0,15,0,,0,0,0,0,,,
,……小木原賞、おめでとう@」,目鏡 光,6,0,0,15,0,,1,0,0,0,,,
,「先輩こそ！」,えみ,6,0,0,15,0,,1,0,0,0,,,
,私達は異例の小木原賞W受賞をした。生徒会の活動の貢献をしたことと、私が発案した着ぐるみを着た光先輩による即興のパフォーマンスが好評だったみたい！,えみ,6,0,0,15,0,,1,0,0,0,,,
,私はもらったトロフィーを見ながら呪文を覚えた。,えみ,6,0,0,15,0,,1,0,0,0,,,
,あとはクリスマスまでに告白しないと……！,えみ,6,0,0,15,0,,1,0,0,0,,,
,私たちは生徒会の展示の宣伝を頑張った！少しはお客さんが増えたみたいでよかった。,えみ,0,0,0,6,0,,1,0,0,0,,,
,  ,                ,0,0,0,6,0,,0,0,0,0,,,
,           ,                ,0,0,0,6,0,,0,0,0,0,,,
,                                  ,  ,0,0,0,15,0,,0,0,0,0,,,
,すっかりトロフィーのこと忘れてた……,えみ,0,0,0,15,0,,1,0,0,0,,,
,結局私はトロフィーは手に入らなかったし呪いを解く呪文もわからないままだった。,えみ,0,0,0,15,0,,1,0,0,0,,,
,このままずっとおじさんのOG☆3と残りの学園生活をすごすことになるんだ……,えみ,0,0,0,15,0,,1,0,0,0,,,
,[END4 おじさんたちともう1年],,0,0,0,15,0,,1,0,0,0,,,
,メイド喫茶…大好きな乙女ゲームの文化祭では執事喫茶とかが定番だけど、かわいい女の子のメイドさんに囲まれるのもアリかも！,えみ,0,0,0,0,0,,1,0,0,0,,,
,  ,                ,0,0,0,0,0,,0,0,0,0,,,
,           ,                ,0,0,0,0,0,,0,0,0,0,,,
,                                  ,  ,0,0,0,0,0,,0,0,0,0,,,
,……ってここ琉絆空くんのクラスじゃない？！,えみ,0,0,0,0,0,,1,0,0,0,,,
,    ,  ,0,0,0,0,72,,0,0,0,0,,,
,「おかえりなさいませ♡ご主人様！」,本田 琉絆空,13,0,0,0,0,,1,0,0,0,,,
,「……て、げ！@先輩じゃん！」,本田 琉絆空,14,0,0,0,0,,1,0,0,0,,,
,お、おおおじおじおじおじさんのメイド〜〜〜？！？,えみ,14,0,0,0,0,,1,0,0,0,,,
,って本来はイケメンが女装してる……はずなんだよね,えみ,14,0,0,0,0,,1,0,0,0,,,
,まさか女装メイド喫茶だったんなんて,えみ,14,0,0,0,0,,1,0,0,0,,,
,「こんな姿みられたくなかったから先輩には秘密にしておいたんすよ。」,本田 琉絆空,15,0,0,0,0,,1,0,0,0,,,
,「私もびっくりだよ……(色んな意味で)」,えみ,15,0,0,0,0,,1,0,0,0,,,
,「てか先輩助けてくださいよ、見てこのひどい化粧！」,本田 琉絆空,16,0,0,0,0,,1,0,0,0,,,
,   ,  ,0,0,0,0,0,,7,0,1,0,,,
,「もっといいカンジにできたら人気でると思いません？,本田 琉絆空,15,0,0,0,0,,1,0,0,0,,,
,この顔じゃモチベあがらないっすよ〜」,本田 琉絆空,15,0,0,0,0,,1,0,0,0,,,
,   ,  ,0,0,0,0,0,,7,0,1,0,,,
,「お、おお！すげ〜！めちゃくちゃいいカンジ！これならメイドの俺も大人気っすね！」,本田 琉絆空,13,0,0,0,0,,1,0,0,0,,,
,琉絆空の言った通りお店は大盛況！普段からメイクの練習しててよかった！,えみ,13,0,0,0,0,,1,0,0,0,,,
,  ,                ,0,0,0,0,0,,0,0,0,0,,,
,           ,                ,0,0,0,0,0,,0,0,0,0,,,
,                                  ,  ,0,0,0,15,0,,0,0,0,0,,,
,「琉絆空くん、小木原賞おめでとう！」,えみ,13,0,0,15,0,,1,0,0,0,,,
,私のメイクの効果もあってか琉絆空くんが注目を浴びて小木原賞とれたみたい。,えみ,13,0,0,15,0,,1,0,0,0,,,
,「先輩のおかげですね！マジ感謝です！」,本田 琉絆空,13,0,0,15,0,,1,0,0,0,,,
,琉絆空くん、とても嬉しそう！トロフィーに書かれている呪文も無事チェックできてよかった。,えみ,13,0,0,15,0,,1,0,0,0,,,
,あとはクリスマスまでに告白しないと……！,えみ,13,0,0,15,0,,1,0,0,0,,,
,「おお！ありがとうございます！」,本田 琉絆空,13,0,0,0,0,,1,0,0,0,,,
,男の子の、っていうかおじさんの顔にメイクするの新鮮……難しかったな。,えみ,13,0,0,0,0,,1,0,0,0,,,
,  ,                ,0,0,0,0,0,,0,0,0,0,,,
,           ,                ,0,0,0,0,0,,0,0,0,0,,,
,                                  ,  ,0,0,0,15,0,,0,0,0,0,,,
,すっかりトロフィーのこと忘れて遊んでた……,えみ,0,0,0,15,0,,1,0,0,0,,,
,結局私はトロフィーは手に入らなかったし呪いを解く呪文もわからないままだった。,えみ,0,0,0,15,0,,1,0,0,0,,,
,このままずっとおじさんのOG☆3と残りの学園生活をすごすことになるんだ……,えみ,0,0,0,15,0,,1,0,0,0,,,
,[END4 おじさんたちともう1年],,0,0,0,15,0,,1,0,0,0,,,
, ,month12月,0,0,0,0,0,,1,0,0,11,,,
,もう 12 月かぁ、今年は本当に色々あったな……,                ,0,0,0,12,0,,0,0,0,0,,,
,織木原学園に入学してイケメンのOG☆3がおじさんになって,                ,0,0,0,12,0,,0,0,0,0,,,
,OG☆3のみんなと少しずつ仲良くなって,  ,0,0,0,12,0,,0,0,0,0,,,
,体育祭も3人の意外な姿がみれたり,                ,0,0,0,12,0,,0,0,0,0,,,
,この間の文化祭も[文化祭で選択したキャラクター]と一緒にすごせて楽しかった。,                ,0,0,0,12,0,,0,0,0,0,,,
,ン……？,  ,0,0,0,12,0,,0,0,0,0,,,
,あれ、おじさんになったOG☆3にすっかり慣れてしまってない？！あぶないあぶない！,                ,0,0,0,12,0,,0,0,0,0,,,
,まぁ今の私から見たらおじさんになってるとはいえ、皆いい人達だったし本当の姿はイケメンなんだよね。,                ,0,0,0,12,0,,0,0,0,0,,,
,この呪いを解くためにもクリスマスデートに誘って告白成功しないと！,  ,0,0,0,12,0,,0,0,0,0,,,
,私が今年のクリスマスにデートしたい人は……,                ,0,0,0,12,0,,0,0,0,0,,,
,                ,,0,0,0,12,0,,0,0,1,0,,,
,クリスマスデートして想いを伝えたいのは、やっぱり本田 琉絆空くんだ。,  ,0,0,0,12,0,,0,0,0,0,,,
,琉絆空くんはスポーツが好きだし、冬らしくアイススケートとかどうかな？ ,  ,0,0,0,12,0,,0,0,0,0,,,
,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,,0,0,0,0,,,
,(電話の音),                ,0,0,0,12,0,,0,0,0,0,,,
,……って、えっ？！琉絆空くんから電話がかかってきた？！,                ,0,0,0,12,0,,0,0,0,0,,,
,「もしもし？[主人公の名前]先輩？」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「あ、うん！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「……クリスマス、空いてますか？」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「え！嘘……！私も誘おうと思ってた。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,その後、二人で話してアイススケートに行くことにした。まさか琉絆空くんからクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,,0,0,0,0,,,
,デート当日はついに告白───────成功したらいよいよ元通りの琉絆空くんに会えるんだ。,  ,0,0,0,12,0,,0,0,0,0,,,
,緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,,0,0,0,0,,,
,「[主人公の名前]先輩？」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,                ,,0,0,0,12,0,,0,0,1,0,,,
,"「あの、つ、つつ付き合ってくださ…	じゃなくて、ええっと、クリスマスに、アイススケートを……！",えみ,0,0,0,12,0,,0,0,0,0,,,
,しまった！テンパって先に告白しそうになった！,  ,0,0,0,12,0,,0,0,0,0,,,
,「え、ええ？！……あぁ、アイススケートですか。なんだ、びっくりした〜。」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「……いいですよ。スケートとか久しぶりだから、上手く滑れるかわかんないすけど。」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,ダメだと思ってたけど、大丈夫だったみたい！やっぱり声だけだとおじさんってこと忘 れて緊張しちゃうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,心なしか琉絆空くんも緊張してたきがする。,  ,0,0,0,12,0,,0,0,0,0,,,
,「あら琉絆空くん。私と一緒に最高のクリスマスを過ごさない？アイススケートはどう？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,ああ、緊張して変な誘い方しちゃった！,  ,0,0,0,12,0,,0,0,0,0,,,
,「なんすかその言い方〜やっぱり[主人公の名前]先輩って面白い人だな。」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「でもその日予定あるんだよな。……ごめんなさい。」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,変な誘い方したから引かれちゃったかな……。琉絆空くんにとって私は面白い友達止まりだったのかもしれない。,  ,0,0,0,12,0,,0,0,0,0,,,
,結局クリスマスは誰ともデートできなかったな。,  ,0,0,0,12,0,,0,0,0,0,,,
,[END7 面白い友達],  ,0,0,0,12,0,,0,0,0,0,,,
,「琉絆空くん、クリスマスにアイススケートいかない？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,よし、普通に誘えた！,  ,0,0,0,12,0,,0,0,0,0,,,
,「いいよ。俺実はスケート好きなんですよ。クリスマス楽しみだな〜！」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「本当？よかった〜。楽しみだね！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,無事クリスマスデートに誘うことに成功した！ ,  ,0,0,0,12,0,,0,0,0,0,,,
,デート当日はついに告白かぁ。,  ,0,0,0,12,0,,0,0,0,0,,,
,成功したらいよいよ元通りの琉絆空くんに会えるんだ。頑張るぞ！,  ,0,0,0,12,0,,0,0,0,0,,,
,「もしもし、どうした？」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,                ,,0,0,0,12,0,,0,0,1,0,,,
,"「あの、つ、つつ付き合ってくださ…	じゃなくて、ええっと、クリスマスに、アイススケートを……！",えみ,0,0,0,12,0,,0,0,0,0,,,
,しまった！テンパって先に告白しそうになった！,  ,0,0,0,12,0,,0,0,0,0,,,
,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,「あら琉絆空くん。私と一緒に最高のクリスマスを過ごさない？アイススケートはどう？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,ああ、緊張して変な誘い方しちゃった！,  ,0,0,0,12,0,,0,0,0,0,,,
,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,「琉絆空くん、クリスマスにアイススケートいかない？」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,よし、普通に誘えた！,  ,0,0,0,12,0,,0,0,0,0,,,
,「ごめん先輩、俺その日もう予定があって。」,本田 琉絆空,0,0,0,12,0,,0,0,0,0,,,
,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている琉絆空くん。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,クリスマスデートして想いを伝えたいのは、やっぱり犬山 桜児くんだ。,  ,0,0,0,12,0,,0,0,0,0,,,
,桜児くんはイン〇タ映えするものが好きだし、映えるデートといえば遊園地かな？,  ,0,0,0,12,0,,0,0,0,0,,,
,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,,0,0,0,0,,,
,[電話の音],  ,0,0,0,12,0,,0,0,0,0,,,
,……って、えっ？！桜児くんから電話がかかってきた？！,  ,0,0,0,12,0,,0,0,0,0,,,
,「やっほー、[主人公の名前]ちゃん？」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「は、はい！どうしたの？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「クリスマスって空いてる？」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「え！嘘……！私も誘おうと思ってた。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,その後、二人で話して遊園地に行くことにした。まさか桜児くんからクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,,0,0,0,0,,,
,デート当日はついに告白───────成功したらいよいよ元通りの桜児くんに会えるんだ。緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,,0,0,0,0,,,
,「やっほ〜！どうしたの？」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,                ,,0,0,0,12,0,,0,0,1,0,,,
,「桜児ﾁｬﾝ！コンニチワ^^！もし良ければ、クリスマスに、是非遊園地デート♡行ってくれないカナ？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,わー！焦っておじさんみたいになっちゃった〜汗汗,  ,0,0,0,12,0,,0,0,0,0,,,
,「えっ、どうしたの、急に……おじさん構文ってやつ？ウケる〜」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「あ、クリスマスはもう予定決まってるんだよね！ごめんね。」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「トホホ〜汗汗」,えみ,0,0,0,12,0,,0,0,0,0,,,
,ナンチャッテ…………………,  ,0,0,0,12,0,,0,0,0,0,,,
,[END8  むしろ私がおじさん],  ,0,0,0,12,0,,0,0,0,0,,,
,「よかったら、今度のクリスマスに遊園地いかない？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,よし！噛まずに誘えた！,  ,0,0,0,12,0,,0,0,0,0,,,
,「え！遊園地のクリスマスイベント行ってみたかったんだよね〜！」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「ほんと？嬉しい！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「当日楽しみにしてるね」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,よし！無事クリスマスデートに誘うことに成功した！,  ,0,0,0,12,0,,0,0,0,0,,,
,デート当日はついに告白かぁ。,  ,0,0,0,12,0,,0,0,0,0,,,
,成功したらいよいよ元通りの桜児くんに会えるんだ。頑張るぞ！,  ,0,0,0,12,0,,0,0,0,0,,,
,「桜児くん、クリスマスあいてる？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,よし、控えめに誘えた！,  ,0,0,0,12,0,,0,0,0,0,,,
,「空いてるよ！どうしたの？」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「遊園地いかない？クリスマスイベント行ってみたくて……」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「ほんと？僕も行きたかったんだよね！いこいこ！」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,お互い行きたいところが同じでよかった！……やっぱり声だけだとおじさんってこと忘れて緊張しちゃうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,桜児くんと楽しいデートできるといいな。,  ,0,0,0,12,0,,0,0,0,0,,,
,「やっほ〜！どうしたの？」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,                ,,0,0,0,12,0,,0,0,1,0,,,
,「桜児ﾁｬﾝ！コンニチワ^^！もし良ければ、クリスマスに、是非遊園地デート♡行ってくれないカナ？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,わー！焦っておじさん構文になっちゃった〜汗汗,  ,0,0,0,12,0,,0,0,0,0,,,
,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,「よかったら、今度のクリスマスに遊園地いかない？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,よし！噛まずに誘えた！,  ,0,0,0,12,0,,0,0,0,0,,,
,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,「隣駅の遊園地でクリスマスイベントがあるんだって！よかったら一緒にどうかな？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,よし！普通に誘えた！,  ,0,0,0,12,0,,0,0,0,0,,,
,「ご、ごめ〜ん、僕その日もう予定があるんだよね。」,犬山 桜児,0,0,0,12,0,,0,0,0,0,,,
,「……そうだよね。なんかごめんね。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている桜児くん。きっと他の子との予定があるんだろうな。もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,クリスマスデートして想いを伝えたいのは、やっぱり目鏡 光先輩だ。,  ,0,0,0,12,0,,0,0,0,0,,,
,光先輩はかわいいものが好きだし、クリスマスマーケットで雑貨を見たりしようかな？,  ,0,0,0,12,0,,0,0,0,0,,,
,緊張するけど勇気だして誘わなきゃ！,  ,0,0,0,12,0,,0,0,0,0,,,
,[電話の音],  ,0,0,0,12,0,,0,0,0,0,,,
,……って、えっ？！光先輩から電話がかかってきた？！,  ,0,0,0,12,0,,0,0,0,0,,,
,「もしもし？[主人公の名前]？」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「は、はい！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「……クリスマスは空いているか？」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「え！嘘……！私も誘おうと思ってました。」,えみ,0,0,0,12,0,,0,0,0,0,,,
,その後、二人で話してクリスマスマーケットに行くことにした。まさか光先輩からクリスマスデートに誘ってもらえるなんて。,  ,0,0,0,12,0,,0,0,0,0,,,
,デート当日はついに告白───────成功したらいよいよ元通りの光先輩に会えるんだ。緊張しちゃうけど、楽しみだなぁ。,  ,0,0,0,12,0,,0,0,0,0,,,
,「もしもし、何か用か？」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,                ,,0,0,0,12,0,,0,0,1,0,,,
,「もしよければ一緒にクリスマスマーケットに行きませんか？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,よし！普通にに誘えた！,  ,0,0,0,12,0,,0,0,0,0,,,
,「一度行ってみたいと思ってたんだ。」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「え！本当ですか？！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「当日楽しみだな。[主人公の名前]、誘ってくれてありがとう。」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,光先輩に喜んでもらえてよかった。……やっぱり声だけだとおじさんってこと忘れて緊張しちゃうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,告白成功するといいな。,  ,0,0,0,12,0,,0,0,0,0,,,
,「やっほ〜！僕と一緒にクリスマスデートしない？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,渾身の桜児くんモノマネ、わかってくれるかな？,  ,0,0,0,12,0,,0,0,0,0,,,
,「ん？あ、あぁ、犬山のモノマネか……？」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「えへへ、似てました？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「45点くらいだな。」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「あはは！100点目指して頑張ります……」,えみ,0,0,0,12,0,,0,0,0,0,,,
,めちゃくちゃ微妙な点数をつけられた上に、デートの話が流れて、終わった………,  ,0,0,0,12,0,,0,0,0,0,,,
,真面目に誘えばよかったかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,[END9  似ていないモノマネ],  ,0,0,0,12,0,,0,0,0,0,,,
,「光先輩ってかわいいもの好きですよね？クリスマスマーケット一緒にいきませんか？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「かわいいもの……？好きとは言っていないが、嫌いではない。妹にお土産でも買っていくか。」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「はい、そうしましょう！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,かわいいもの好きなの隠してる光先輩はやっぱりムキになってるな。,  ,0,0,0,12,0,,0,0,0,0,,,
,でも無事クリスマスデートに誘うことに成功した！,  ,0,0,0,12,0,,0,0,0,0,,,
,デート当日はついに告白かぁ。,  ,0,0,0,12,0,,0,0,0,0,,,
,成功したらいよいよ元通りの光先輩に会えるんだ。頑張るぞ！,  ,0,0,0,12,0,,0,0,0,0,,,
,「もしもし、何か用か？」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,                ,,0,0,0,12,0,,0,0,1,0,,,
,「もしよければ一緒にクリスマスマーケットに行きませんか？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,よし！普通にに誘えた！,  ,0,0,0,12,0,,0,0,0,0,,,
,「すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,「やっほ〜！僕と一緒にクリスマスデートしない？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,渾身の桜児くんモノマネ、わかってくれるかな？,  ,0,0,0,12,0,,0,0,0,0,,,
,「（犬山のモノマネか……？）すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,あっモノマネ、スルーされちゃった……,  ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,「光先輩ってかわいいもの好きですよね？クリスマスマーケット一緒にいきませんか？」,えみ,0,0,0,12,0,,0,0,0,0,,,
,「すまない、クリスマスは既に予定があるんだ。」,目鏡 光,0,0,0,12,0,,0,0,0,0,,,
,「……そうですよね。またの機会に！」,えみ,0,0,0,12,0,,0,0,0,0,,,
,他の人にはイケメンに見えている光先輩。きっと他の子との予定があるんだろうな。,  ,0,0,0,12,0,,0,0,0,0,,,
,もう少し仲良くなれてたら違ったのかも。,  ,0,0,0,12,0,,0,0,0,0,,,
,現実も乙女ゲームみたいにやり直せたらいいのに──────,  ,0,0,0,12,0,,0,0,0,0,,,
,[END6 おじさんに敗北],  ,0,0,0,12,0,,0,0,0,0,,,
,やっ、やっぱり選べないよ〜！,  ,0,0,0,12,0,,0,0,0,0,,,
,何だかんだおじさんの姿で仲良くなっちゃたし皆に愛着わいちゃった。,  ,0,0,0,12,0,,0,0,0,0,,,
,迷うくらいなら……,  ,0,0,0,12,0,,0,0,0,0,,,
,……そのままでいいのかも！！！,  ,0,0,0,12,0,,0,0,0,0,,,
,クリスマスはおじさん3人とデートしちゃうゾ☆,  ,0,0,0,12,0,,0,0,0,0,,,
,[スチル表示][キラキラのエフェクト・音],  ,0,0,0,12,0,,0,0,0,0,,,
,みんな〜〜〜！！！おじさんって最高だぞ〜〜〜〜！！！,  ,0,0,0,12,0,,0,0,0,0,,,
,冬休みも、おじさん達^^と、楽しいデート♡しちゃおう、カナ？！ナンチャッテ（￣▽￣;）,  ,0,0,0,12,0,,0,0,0,0,,,
,[END5 おじさん☆パラダイス],  ,0,0,0,12,0,,0,0,0,0,,,
